text,font_size,bold,italic,x0,y0,x1,y1,page
passed through,15.0,0,0,76.9921875,691.63330078125,167.39718627929688,708.24462890625,1
"the Nick of Time, in at which the new road",15.0,0,0,76.9921875,72.13330078125,334.46954345703125,88.74462890625,2
"was to go, he would have found himself on",15.0,0,0,76.9921875,104.38330078125,335.71221923828125,120.99462890625,2
so softly smooth and flecklessly green that,15.0,0,0,76.9921875,186.13330078125,332.7997131347656,202.74462890625,2
the eye was at once caught by a big block,15.0,0,0,76.9921875,218.38330078125,326.5172119140625,234.99462890625,2
"of stone, which stood just opposite the gap,",15.0,0,0,76.9921875,250.63330078125,336.56719970703125,267.24462890625,2
at a few yards’ distance. It was an oblong,15.0,0,0,76.9921875,282.88330078125,324.5574645996094,299.49462890625,2
"mass of blackish limestone, perhaps seven",15.0,0,0,76.9921875,315.13330078125,331.1221923828125,331.74462890625,2
rough-hewing;,15.0,0,0,76.9921875,364.63330078125,165.30966186523438,381.24462890625,2
plumb-and-rule guided chisel could scarcely,15.0,0,0,76.9921875,396.88330078125,343.60223388671875,413.49462890625,2
"have made its lines truer. That, and its",15.0,0,0,76.9921875,429.13330078125,304.59234619140625,445.74462890625,2
"pebble, gave its",15.0,0,0,76.9921875,478.63330078125,170.72959899902344,495.24462890625,2
aspect an incongruity which prompted the,15.0,0,0,76.9921875,510.88330078125,329.034912109375,527.49462890625,2
question how it had come there; for whose,15.0,0,0,76.9921875,543.13330078125,332.36492919921875,559.74462890625,2
answer we must revert through unimaginable,15.0,0,0,76.9921875,575.38330078125,348.18994140625,591.99462890625,2
wastes of years to the time when our last,15.0,0,0,76.9921875,607.63330078125,321.11468505859375,624.24462890625,2
huge ice-sheet was scoring and grinding all,15.0,0,0,76.9921875,639.88330078125,336.939697265625,656.49462890625,2
that this big,15.0,0,0,76.9921875,689.38330078125,147.83718872070312,705.99462890625,2
boulder dropped fortuitously through a small,15.0,0,0,76.9921875,72.13330078125,346.5546875,88.74462890625,3
"rent in the isle-wide coverlid, and so being",15.0,0,0,76.9921875,104.38330078125,332.7872009277344,120.99462890625,3
"on, where the",15.0,0,0,76.9921875,153.88330078125,158.21490478515625,170.49462890625,3
"a rude unwieldy coffer or chest, a",15.0,0,0,76.9921875,220.63330078125,277.8871765136719,237.24462890625,3
some Titanic,15.0,0,0,76.9921875,270.13330078125,154.0968017578125,286.74462890625,3
traveller. The resemblance was increased by,15.0,0,0,76.9921875,302.38330078125,341.6194152832031,318.99462890625,3
sogging,15.0,0,1,76.9921875,351.88330078125,124.4971923828125,368.49462890625,3
counterfeiting a lid. All the,15.0,0,0,76.9921875,369.13330078125,239.03790283203125,385.74462890625,3
old ages that had passed over it afterwards,15.0,0,0,76.9921875,401.38330078125,331.5146179199219,417.99462890625,3
had wrought only slight changes in its aspect.,15.0,0,0,76.9921875,433.63330078125,350.30718994140625,450.24462890625,3
"As the years went on, the dark peaty mould",15.0,0,0,76.9921875,465.88330078125,337.3622131347656,482.49462890625,3
"deepened a little about its base, and dull",15.0,0,0,76.9921875,498.13330078125,316.9596862792969,514.74462890625,3
golden and silvery lichen-circlets crept out,15.0,0,0,76.9921875,530.38330078125,333.189697265625,546.99462890625,3
here and there like wraiths of the sun and,15.0,0,0,76.9921875,562.63330078125,324.43218994140625,579.24462890625,3
moon beams that had touched it. Otherwise,15.0,0,0,76.9921875,594.88330078125,337.3749084472656,611.49462890625,3
Fifty years,15.0,0,0,76.9921875,676.63330078125,141.56959533691406,693.24462890625,3
"ago, anybody approaching the big stone from",15.0,0,0,76.9921875,72.13330078125,349.0296630859375,88.74462890625,4
the Nick of Time might have observed that a,15.0,0,0,76.9921875,104.38330078125,344.47222900390625,120.99462890625,4
more inartificial path could not well be: a simple,15.0,0,0,76.9921875,153.88330078125,369.45989990234375,170.49462890625,4
product of steps going to and fro. You,15.0,0,0,76.9921875,186.13330078125,304.0647277832031,202.74462890625,4
"might have supposed a sheep-walk, only that",15.0,0,0,76.9921875,218.38330078125,346.5396728515625,234.99462890625,4
passers-by being,15.0,0,0,76.9921875,267.88330078125,177.38719177246094,284.49462890625,4
such promiscuous wayfarers as the shadows of,15.0,0,0,76.9921875,300.13330078125,357.7623291015625,316.74462890625,4
raison d’être,15.0,0,1,446.0744934082031,332.38330078125,523.425537109375,348.99462890625,4
"in the flowing sward mantle,",15.0,0,0,76.9921875,366.88330078125,249.05718994140625,383.49462890625,4
"not a seam worn threadbare, so to speak,",15.0,0,0,76.9921875,399.13330078125,320.6822204589844,415.74462890625,4
through to the brown earth. Certainly the,15.0,0,0,76.9921875,431.38330078125,322.3749084472656,447.99462890625,4
rather gloomy-looking block had no apparent,15.0,0,0,76.9921875,463.63330078125,349.0296630859375,480.24462890625,4
bottom of a very,15.0,0,0,76.9921875,513.13330078125,176.5622100830078,529.74462890625,4
steps to the,15.0,0,0,76.9921875,562.63330078125,144.48989868164062,579.24462890625,4
"brow of the hill, you could trace the course",15.0,0,0,76.9921875,594.88330078125,334.85491943359375,611.49462890625,4
of that pale thin line far down the slopes;,15.0,0,0,76.9921875,627.13330078125,322.794677734375,643.74462890625,4
round-topped trees which gathered about a,15.0,0,0,76.9921875,72.13330078125,333.1749267578125,88.74462890625,5
rambling old mansion-house. Whoever visited,15.0,0,0,76.9921875,104.38330078125,354.5942077636719,120.99462890625,5
the big stone evidently thought it worth,15.0,0,0,76.9921875,136.63330078125,313.66217041015625,153.24462890625,5
while to come a long way.,15.0,0,0,76.9921875,168.88330078125,234.30918884277344,185.49462890625,5
about,15.0,0,0,76.9921875,218.38330078125,110.31967163085938,234.99462890625,5
mile. They,15.0,0,0,76.9921875,267.88330078125,141.70631408691406,284.49462890625,5
itself as it,15.0,0,0,76.9921875,317.38330078125,135.32467651367188,333.99462890625,5
"went along, with and by its own purpose,",15.0,0,0,76.9921875,349.63330078125,324.05718994140625,366.24462890625,5
the little footpath has some special meaning,15.0,0,0,76.9921875,381.88330078125,340.30218505859375,398.49462890625,5
"and object, albeit perhaps a less obvious one.",15.0,0,0,76.9921875,414.13330078125,347.3672180175781,430.74462890625,5
"It is the visible trail of a want or wish,",15.0,0,0,76.9921875,446.38330078125,305.30718994140625,462.99462890625,5
"though of what kind we may be unaware,",15.0,0,0,76.9921875,478.63330078125,325.272216796875,495.24462890625,5
green things,15.0,0,0,76.9921875,528.13330078125,150.73458862304688,544.74462890625,5
will creep back and efface it speedily. But,15.0,0,0,76.9921875,560.38330078125,328.139892578125,576.99462890625,5
meanwhile it seems half to keep and half to,15.0,0,0,76.9921875,592.63330078125,337.7821960449219,609.24462890625,5
betray a secret: you can only guess what,15.0,0,0,76.9921875,624.88330078125,319.0146789550781,641.49462890625,5
has brought feet thither day by day to tread,15.0,0,0,76.9921875,657.13330078125,335.2772216796875,673.74462890625,5
it out.,15.0,0,0,76.9921875,689.38330078125,112.00218963623047,705.99462890625,5
morning to catch,15.0,0,0,76.9921875,147.13330078125,178.64718627929688,163.74462890625,6
"more, it",15.0,0,0,76.9921875,196.63330078125,123.65467071533203,213.24462890625,6
sunshine and,15.0,0,0,76.9921875,246.13330078125,154.90219116210938,262.74462890625,6
"shadow, and whose hazel-green eyes were",15.0,0,0,76.9921875,278.38330078125,330.0885009765625,294.99462890625,6
"softly lit, and who in those early days of",15.0,0,0,76.9921875,310.63330078125,318.2223205566406,327.24462890625,6
hers always wore an ugly reddish checked,15.0,0,0,76.9921875,342.88330078125,330.2522277832031,359.49462890625,6
"pelisse, and a broad-brimmed straw hat with",15.0,0,0,76.9921875,375.13330078125,343.19720458984375,391.74462890625,6
velvet rosettes to match. This was little,15.0,0,0,76.9921875,407.38330078125,311.26214599609375,423.99462890625,6
"recollect anything,",15.0,0,0,76.9921875,456.88330078125,188.63719177246094,473.49462890625,6
"and maybe some twelve months longer, had",15.0,0,0,76.9921875,489.13330078125,340.0802001953125,505.74462890625,6
lived with her mother and aunt at the Big,15.0,0,0,76.9921875,521.38330078125,323.63720703125,537.99462890625,6
"House in Glendoula. As you would, no doubt,",15.0,0,0,76.9921875,553.63330078125,351.9774475097656,570.24462890625,6
never guess her errand up the side of Slieve,15.0,0,0,76.9921875,585.88330078125,338.5899353027344,602.49462890625,6
family plate.,15.0,0,0,76.9921875,635.38330078125,152.81719970703125,651.99462890625,6
green dotted and chequered by a few,15.0,0,0,76.9921875,702.13330078125,297.749755859375,718.74462890625,6
