text,font_size,bold,italic,x0,y0,x1,y1,page
1.,9.725622177124023,0,0,99.38400268554688,787.8660278320312,106.58135986328125,797.8259887695312,0
2.,9.725622177124023,0,0,99.38400268554688,801.3300170898438,106.58135986328125,811.2899780273438,0
3.,9.725622177124023,0,0,99.38400268554688,814.77001953125,106.58135986328125,824.72998046875,0
"Education India, 2014.",11.039999961853027,0,0,117.37999725341797,63.119964599609375,217.94586181640625,74.15996551513672,1
4.,9.725622177124023,0,0,99.38400268554688,77.38998413085938,106.58135986328125,87.34998321533203,1
"Technologies (3e), PHI, 2022.",11.039999961853027,0,0,117.37999725341797,90.01998901367188,247.3458709716797,101.05998992919922,1
5.,9.725622177124023,0,0,99.38400268554688,104.26998901367188,106.58135986328125,114.22998809814453,1
6.,9.725622177124023,0,0,99.38400268554688,117.70999145507812,106.58135986328125,127.66999053955078,1
7.,9.725622177124023,0,0,99.38400268554688,131.14999389648438,106.58135986328125,141.11000061035156,1
8.,9.725622177124023,0,0,99.38400268554688,144.58999633789062,106.58135986328125,154.5500030517578,1
MEE1007: Creativity & Innovation [1 1 0 2],11.039999961853027,1,0,48.0,170.54000854492188,246.265869140625,181.5800018310547,1
References:,11.039999961853027,1,0,48.0,345.16998291015625,104.1558609008789,356.2099914550781,1
1.,9.725622177124023,0,0,99.38400268554688,359.41998291015625,106.58135986328125,369.3799743652344,1
"us all, William Collins, 2013",11.039999961853027,0,0,117.37999725341797,372.04998779296875,238.70587158203125,383.0899963378906,1
2.,9.725622177124023,0,0,99.38400268554688,386.29998779296875,106.58135986328125,396.2599792480469,1
3.,9.725622177124023,0,0,99.38400268554688,399.739990234375,106.58135986328125,409.6999816894531,1
4.,9.725622177124023,0,0,99.38400268554688,426.4999694824219,106.58135986328125,436.4599609375,1
CSE1002: Problem Solving Using Computers [2 1 0 3],11.039999961853027,1,0,48.0,452.5899963378906,285.8658447265625,463.6300048828125,1
References:,11.039999961853027,1,0,48.0,533.22998046875,104.1558609008789,544.27001953125,1
1.,9.725622177124023,0,0,99.38400268554688,547.47998046875,106.58135986328125,557.43994140625,1
"E. Balagurusamy, Programming in ANSI C, 8",11.039999961853027,0,0,117.37999725341797,546.669921875,310.08544921875,557.7099609375,1
th,6.960000038146973,0,0,310.1300048828125,545.77001953125,316.06671142578125,552.72998046875,1
"Edition, McGraw Hill Publication, 2019.",11.039999961853027,0,0,316.1499938964844,546.669921875,494.8358459472656,557.7099609375,1
2.,9.725622177124023,0,0,99.38400268554688,560.800048828125,106.58135986328125,570.760009765625,1
"Y. P. Kanetkar, Let us C, 19",11.039999961853027,0,0,117.37999725341797,559.989990234375,234.84544372558594,571.030029296875,1
th,6.960000038146973,0,0,234.88999938964844,559.0900268554688,240.82672119140625,566.0499877929688,1
"Edition, BPB Publication, 2022.",11.039999961853027,0,0,240.88999938964844,559.989990234375,382.6058349609375,571.030029296875,1
3.,9.725622177124023,0,0,99.38400268554688,574.239990234375,106.58135986328125,584.199951171875,1
nd,6.960000038146973,0,0,391.2699890136719,572.530029296875,398.5267028808594,579.489990234375,1
"Edition, Prentice Hall of India,",11.039999961853027,0,0,398.5899963378906,573.429931640625,535.515869140625,584.469970703125,1
2014.,11.039999961853027,0,0,117.37999725341797,586.8699340820312,144.95587158203125,597.9099731445312,1
4.,9.725622177124023,0,0,99.38400268554688,601.1199951171875,106.58135986328125,611.0799560546875,1
th,6.960000038146973,0,0,385.989990234375,599.4100341796875,391.92669677734375,606.3699951171875,1
"Edition, McGraw Hill Publication,",11.039999961853027,0,0,391.989990234375,600.3099365234375,543.1958618164062,611.3499755859375,1
2018.,11.039999961853027,0,0,117.37999725341797,613.7799682617188,144.95587158203125,624.8200073242188,1
MEE1035: Engineering Graphics Lab [0 0 2 1],11.039999961853027,1,0,48.0,640.6599731445312,251.90586853027344,651.7000122070312,1
References:,11.039999961853027,1,0,72.02400207519531,74.16000366210938,128.15586853027344,85.20000457763672,2
1.,9.843483924865723,0,0,120.86000061035156,88.42996215820312,128.2357940673828,98.38996124267578,2
"Krishna, CBCS, 2015",11.039999961853027,0,0,136.33999633789062,101.05996704101562,227.3058624267578,112.09996795654297,2
2.,9.843483924865723,0,0,120.86000061035156,115.30996704101562,128.2357940673828,125.26996612548828,2
"Publisher, 2009",11.039999961853027,0,0,136.33999633789062,127.81997680664062,207.98587036132812,138.85997009277344,2
3.,9.843483924865723,0,0,120.86000061035156,142.06997680664062,128.2357940673828,152.0299835205078,2
"Publication,2018..",11.039999961853027,0,0,136.33999633789062,154.69998168945312,219.505859375,165.73997497558594,2
4.,9.843483924865723,0,0,120.86000061035156,168.94998168945312,128.2357940673828,178.9099884033203,2
"Limited,2010.",11.039999961853027,0,0,136.33999633789062,181.57998657226562,200.0658721923828,192.61997985839844,2
5.,9.843483924865723,0,0,120.86000061035156,195.82998657226562,128.2357940673828,205.7899932861328,2
LLC1001: Technical Writing Clinic 1 [0 0 2 1],11.039999961853027,1,0,72.02400207519531,221.89999389648438,270.3858642578125,232.9399871826172,2
"Reviewing Research Papers, Blog Writing",11.039999961853027,0,0,100.33999633789062,315.8899841308594,285.2658386230469,326.92999267578125,2
References:,11.039999961853027,1,0,285.2900085449219,315.8899841308594,341.44586181640625,326.92999267578125,2
1.,9.725622177124023,0,0,105.26000213623047,330.1399841308594,112.45735931396484,340.0999755859375,2
"Practice, (2/e), Oxford University Press, 2013.",11.039999961853027,0,0,119.54000091552734,342.7699890136719,323.2058410644531,353.80999755859375,2
2.,9.725622177124023,0,0,105.26000213623047,357.0199890136719,112.45735931396484,366.97998046875,2
"Communication, Oxford University Press, 2020.",11.039999961853027,0,0,119.54000091552734,369.6499938964844,330.04583740234375,380.69000244140625,2
3.,9.725622177124023,0,0,105.26000213623047,383.8999938964844,112.45735931396484,393.8599853515625,2
4.,9.725622177124023,0,0,105.26000213623047,397.219970703125,112.45735931396484,407.1799621582031,2
EEE1030: Electrical & Electronics Lab [1 0 2 1],11.039999961853027,1,0,106.0999984741211,423.28997802734375,313.2258605957031,434.3299865722656,2
References:,11.039999961853027,1,0,106.0999984741211,557.5899658203125,162.23587036132812,568.6300048828125,2
1.,9.725622177124023,0,0,123.37999725341797,571.8400268554688,130.5773468017578,581.7999877929688,2
"McGraw Hill Education India, 2014.",11.039999961853027,0,0,141.3800048828125,584.469970703125,298.3458557128906,595.510009765625,2
2.,9.725622177124023,0,0,123.37999725341797,598.7200317382812,130.5773468017578,608.6799926757812,2
"Emerging Technologies (3e), PHI, 2022.",11.039999961853027,0,0,141.3800048828125,611.3799438476562,317.44586181640625,622.4199829101562,2
3.,9.725622177124023,0,0,123.26000213623047,625.6300048828125,130.4573516845703,635.5899658203125,2
4.,9.725622177124023,0,0,123.26000213623047,639.0700073242188,130.4573516845703,649.0299682617188,2
2009.,11.039999961853027,0,0,141.3800048828125,651.699951171875,168.95587158203125,662.739990234375,2
5.,9.725622177124023,0,0,123.26000213623047,665.8300170898438,130.4573516845703,675.7899780273438,2
functions and some elementary data structures.,11.039999961853027,0,0,100.33999633789062,87.61996459960938,314.0858459472656,98.65996551513672,3
References:,11.039999961853027,1,0,106.0999984741211,101.05996704101562,162.23587036132812,112.09996795654297,3
1.,9.725622177124023,0,0,123.26000213623047,115.30996704101562,130.4573516845703,125.26996612548828,3
"E. Balagurusamy,",11.039999961853027,0,0,141.3800048828125,114.49996948242188,220.10586547851562,125.53997039794922,3
Programming in ANSI C,11.039999961853027,0,1,219.88999938964844,114.49996948242188,323.35797119140625,125.53997039794922,3
", 8",11.039999961853027,0,0,323.3500061035156,114.49996948242188,334.10546875,125.53997039794922,3
th,6.960000038146973,0,0,334.1499938964844,113.60000610351562,340.0867004394531,120.56000518798828,3
"Edition, McGraw Hill Publication, 2019.",11.039999961853027,0,0,340.1499938964844,114.49996948242188,517.995849609375,125.53997039794922,3
2.,9.725622177124023,0,0,123.26000213623047,128.62997436523438,130.4573516845703,138.58998107910156,3
"Y. P. Kanetkar,",11.039999961853027,0,0,141.3800048828125,127.81997680664062,207.86585998535156,138.85997009277344,3
Let us C,11.039999961853027,0,1,207.88999938964844,127.81997680664062,241.73797607421875,138.85997009277344,3
", 19",11.039999961853027,0,0,241.61000061035156,127.81997680664062,257.76544189453125,138.85997009277344,3
th,6.960000038146973,0,0,257.80999755859375,126.91995239257812,263.7467041015625,133.8799591064453,3
"Edition, BPB Publication, 2022.",11.039999961853027,0,0,263.80999755859375,127.81997680664062,405.2858581542969,138.85997009277344,3
3.,9.725622177124023,0,0,123.26000213623047,142.06997680664062,130.4573516845703,152.0299835205078,3
"B. W. Kernighan, D. M. Ritchie,",11.039999961853027,0,0,141.3800048828125,141.25997924804688,280.1058349609375,152.2999725341797,3
The C Programing Language,11.039999961853027,0,1,280.1300048828125,141.25997924804688,405.6591796875,152.2999725341797,3
", 2",11.039999961853027,0,0,405.6700134277344,141.25997924804688,416.0654602050781,152.2999725341797,3
nd,6.960000038146973,0,0,416.1099853515625,140.35995483398438,423.4866943359375,147.31996154785156,3
"Edition, Prentice Hall",11.039999961853027,0,0,423.42999267578125,141.25997924804688,521.23583984375,152.2999725341797,3
"of India, 2014.",11.039999961853027,0,0,141.3800048828125,154.69998168945312,207.505859375,165.73997497558594,3
4.,9.725622177124023,0,0,123.26000213623047,168.94998168945312,130.4573516845703,178.9099884033203,3
"B. Gottfired,",11.039999961853027,0,0,141.3800048828125,168.13998413085938,198.74586486816406,179.1799774169922,3
Schaums Outline Series: Programming with C,11.039999961853027,0,1,198.52999877929688,168.13998413085938,397.8779602050781,179.1799774169922,3
", 4",11.039999961853027,0,0,397.8699951171875,168.13998413085938,408.6254577636719,179.1799774169922,3
th,6.960000038146973,0,0,408.6700134277344,167.23995971679688,414.6067199707031,174.19996643066406,3
"Edition, McGraw Hill",11.039999961853027,0,0,414.6700134277344,168.13998413085938,510.31585693359375,179.1799774169922,3
"Publication, 2018.",11.039999961853027,0,0,141.3800048828125,181.57998657226562,224.0658721923828,192.61997985839844,3
Math Bridge for BioTech,11.039999961853027,1,0,106.0999984741211,208.45999145507812,219.505859375,219.49998474121094,3
References:,11.039999961853027,1,0,106.0999984741211,436.7499694824219,162.23587036132812,447.78997802734375,3
1.,9.725622177124023,0,0,123.26000213623047,450.9999694824219,130.4573516845703,460.9599609375,3
"Mathematics Textbooks of Class IX, NCERT,2022",11.039999961853027,0,0,141.3800048828125,450.1899719238281,357.1658630371094,461.22998046875,3
2.,9.725622177124023,0,0,123.26000213623047,464.4399719238281,130.4573516845703,474.39996337890625,3
"Mathematics Textbooks of Class XII, NCERT,2022",11.039999961853027,0,0,141.3800048828125,463.6299743652344,360.1658630371094,474.66998291015625,3
3.,9.725622177124023,0,0,123.26000213623047,477.8799743652344,130.4573516845703,487.8399658203125,3
"AICTE module for bridge course in Mathematics,2022",11.039999961853027,0,0,141.3800048828125,477.0699768066406,381.1658630371094,488.1099853515625,3
4.,9.725622177124023,0,0,123.26000213623047,491.3199768066406,130.4573516845703,501.27996826171875,3
PHY1001: Engineering Physics [2 1 2 4],11.039999961853027,1,0,72.02400207519531,517.3899536132812,249.02586364746094,528.4299926757812,3
"materials (energy band gap, Hall-effect).",11.039999961853027,0,0,100.33999633789062,114.49996948242188,282.745849609375,125.53997039794922,4
References:,11.039999961853027,1,0,106.0999984741211,127.81997680664062,162.23587036132812,138.85997009277344,4
1.,9.725622177124023,0,0,123.26000213623047,142.06997680664062,130.4573516845703,152.0299835205078,4
"Halliday D., Resnick R., Krane K. S.,",11.039999961853027,0,0,141.3800048828125,141.25997924804688,296.30584716796875,152.2999725341797,4
Physics,11.039999961853027,0,1,296.2099914550781,141.25997924804688,330.7658386230469,152.2999725341797,4
"(5e), Wiley, 2016.",11.039999961853027,0,0,330.54998779296875,141.25997924804688,411.04583740234375,152.2999725341797,4
2.,9.725622177124023,0,0,123.37999725341797,155.50997924804688,130.5773468017578,165.46998596191406,4
"Beiser A., Mahajan S., Rai Chaudhary S.,",11.039999961853027,0,0,141.3800048828125,154.69998168945312,320.96844482421875,165.73997497558594,4
Concepts of Modern Physics,11.039999961853027,0,1,321.07000732421875,154.69998168945312,445.36004638671875,165.73997497558594,4
",",11.039999961853027,0,0,445.4200134277344,154.69998168945312,450.6758728027344,165.73997497558594,4
"(7e), McGraw Hill Education, 2017.",11.039999961853027,0,0,141.3800048828125,168.13998413085938,296.9058532714844,179.1799774169922,4
3.,9.725622177124023,0,0,123.26000213623047,182.38998413085938,130.4573516845703,192.34999084472656,4
"Serway R. A., Jewett J. W.,",11.039999961853027,0,0,141.3800048828125,181.57998657226562,259.8258361816406,192.61997985839844,4
",",11.039999961853027,0,0,508.7799987792969,181.57998657226562,514.035888671875,192.61997985839844,4
"Thomson, 2013.",11.039999961853027,0,0,141.3800048828125,195.01998901367188,215.66586303710938,206.0599822998047,4
MAS1002: Computational Mathematics [2 1 0 3],11.039999961853027,1,0,72.02400207519531,221.89999389648438,293.42584228515625,232.9399871826172,4
Method of solving recurrences.,11.039999961853027,0,0,100.33999633789062,315.8899841308594,242.3058624267578,326.92999267578125,4
References:,11.039999961853027,1,0,72.02400207519531,329.3299865722656,128.15586853027344,340.3699951171875,4
1.,8.766202926635742,0,0,128.66000366210938,344.29998779296875,135.13548278808594,353.29998779296875,4
2.,8.766202926635742,0,0,128.66000366210938,357.739990234375,135.13548278808594,366.739990234375,4
"Application to Computer Science, McGraw-Hill,2019",11.039999961853027,0,0,128.66000366210938,369.6499938964844,360.8858642578125,380.69000244140625,4
"Learning Private Limited, Delhi India.",11.039999961853027,0,0,128.66000366210938,409.8499755859375,291.505859375,420.8899841308594,4
5.,8.766202926635742,0,0,128.66000366210938,424.8199768066406,135.13548278808594,433.8199768066406,4
6.,8.766202926635742,0,0,128.66000366210938,438.27996826171875,135.13548278808594,447.27996826171875,4
CHY1002: Environmental Studies [2 0 0 2],11.039999961853027,1,0,72.02400207519531,463.6299743652344,262.8258361816406,474.66998291015625,4
impacts on environment.,11.039999961853027,0,0,100.33999633789062,624.8199462890625,215.0658721923828,635.8599853515625,4
References:,11.039999961853027,1,0,72.02400207519531,638.2599487304688,128.15586853027344,649.2999877929688,4
1.,9.725622177124023,0,0,135.6199951171875,652.510009765625,142.81735229492188,662.469970703125,4
"Press, 2016.",11.039999961853027,0,0,153.6199951171875,665.0199584960938,209.90586853027344,676.0599975585938,4
2.,9.725622177124023,0,0,135.6199951171875,679.27001953125,142.81735229492188,689.22998046875,4
2009.,11.039999961853027,0,0,153.6199951171875,691.8999633789062,181.19586181640625,702.9400024414062,4
3.,9.725622177124023,0,0,135.6199951171875,706.1500244140625,142.81735229492188,716.1099853515625,4
References:,11.039999961853027,1,0,72.02400207519531,248.77999877929688,128.15586853027344,259.82000732421875,5
1.,9.725622177124023,0,0,112.33999633789062,262.9399719238281,119.537353515625,272.89996337890625,5
2.,9.725622177124023,0,0,112.33999633789062,276.3799743652344,119.537353515625,286.3399658203125,5
3.,9.725622177124023,0,0,112.33999633789062,289.8199768066406,119.537353515625,299.77996826171875,5
"Systems, McGraw Hill Education, 2017.",11.039999961853027,0,0,133.6999969482422,302.4499816894531,307.1058349609375,313.489990234375,5
4.,9.725622177124023,0,0,112.33999633789062,316.6999816894531,119.537353515625,326.65997314453125,5
2018,11.039999961853027,0,0,133.6999969482422,329.3299865722656,158.515869140625,340.3699951171875,5
5.,9.725622177124023,0,0,112.33999633789062,343.5799865722656,119.537353515625,353.53997802734375,5
6.,9.725622177124023,0,0,112.33999633789062,357.0199890136719,119.537353515625,366.97998046875,5
2017,11.039999961853027,0,0,133.6999969482422,369.6499938964844,158.515869140625,380.69000244140625,5
7.,9.725622177124023,0,0,112.33999633789062,383.8999938964844,119.537353515625,393.8599853515625,5
2017.,11.039999961853027,0,0,133.6999969482422,396.40997314453125,161.27586364746094,407.4499816894531,5
MEE1006: MATLAB for Engineers [2 0 0 2],11.039999961853027,1,0,72.02400207519531,423.28997802734375,263.42584228515625,434.3299865722656,5
problems,11.039999961853027,0,0,100.33999633789062,503.9499816894531,142.69065856933594,514.989990234375,5
.,11.039999961853027,1,0,142.6999969482422,503.9499816894531,148.07586669921875,514.989990234375,5
Optimization Toolbox.,11.039999961853027,0,0,100.33999633789062,544.1499633789062,199.82586669921875,555.1900024414062,5
References:,11.039999961853027,1,0,72.02400207519531,557.5899658203125,128.15586853027344,568.6300048828125,5
1.,9.725622177124023,0,0,141.25999450683594,571.8400268554688,148.4573516845703,581.7999877929688,5
2.,9.725622177124023,0,0,141.3800048828125,585.280029296875,148.57736206054688,595.239990234375,5
"Learning, 2020. ISBN: 978- 0-",10.449172019958496,0,0,159.3800048828125,597.9099731445312,283.44586181640625,608.9500122070312,5
357-03039-4.,11.039999961853027,0,0,283.489990234375,597.9099731445312,345.7658386230469,608.9500122070312,5
3.,9.725622177124023,0,0,141.3800048828125,612.1900024414062,148.57736206054688,622.1499633789062,5
Engineering (2e). Pearson 2016.,11.039999961853027,0,0,159.3800048828125,624.8199462890625,301.94586181640625,635.8599853515625,5
4.,9.725622177124023,0,0,141.25999450683594,639.0700073242188,148.4573516845703,649.0299682617188,5
"International Publishers,",11.039999961853027,0,0,159.3800048828125,651.699951171875,271.1058349609375,662.739990234375,5
5.,9.725622177124023,0,0,141.25999450683594,665.8300170898438,148.4573516845703,675.7899780273438,5
2018.,11.039999961853027,0,0,159.3800048828125,678.4599609375,186.95587158203125,689.5,5
BIT1001: Biology for Engineers [2 0 0 2],11.039999961853027,1,0,72.02400207519531,705.3399658203125,252.14585876464844,716.3800048828125,5
References:,11.039999961853027,1,0,72.02400207519531,141.25997924804688,128.15586853027344,152.2999725341797,6
1.,9.725622177124023,0,0,123.37999725341797,155.50997924804688,130.5773468017578,165.46998596191406,6
2022,11.039999961853027,0,0,141.3800048828125,168.13998413085938,166.19586181640625,179.1799774169922,6
2.,9.725622177124023,0,0,123.37999725341797,182.38998413085938,130.5773468017578,192.34999084472656,6
"Delhi, 2012.",11.039999961853027,0,0,141.3800048828125,208.45999145507812,197.3058624267578,219.49998474121094,6
3.,9.725622177124023,0,0,123.37999725341797,222.70999145507812,130.5773468017578,232.6699981689453,6
4.,9.725622177124023,0,0,123.37999725341797,236.14999389648438,130.5773468017578,246.11000061035156,6
"Delhi, 2014.",11.039999961853027,0,0,141.3800048828125,248.77999877929688,197.1858673095703,259.82000732421875,6
5.,9.725622177124023,0,0,123.37999725341797,262.9399719238281,130.5773468017578,272.89996337890625,6
Press.,11.039999961853027,0,0,141.3800048828125,275.5699768066406,170.27586364746094,286.6099853515625,6
6.,9.725622177124023,0,0,123.37999725341797,289.8199768066406,130.5773468017578,299.77996826171875,6
"Floreano and C. Mattiussi, MIT Press, 2008.",11.039999961853027,0,0,141.3800048828125,302.4499816894531,334.3658447265625,313.489990234375,6
7.,9.725622177124023,0,0,123.37999725341797,316.6999816894531,130.5773468017578,326.65997314453125,6
8.,9.725622177124023,0,0,123.37999725341797,343.5799865722656,130.5773468017578,353.53997802734375,6
"Academic Press, 2016.",11.039999961853027,0,0,141.3800048828125,356.2099914550781,243.62586975097656,367.25,6
9.,9.725622177124023,0,0,123.37999725341797,370.4599914550781,130.5773468017578,380.41998291015625,6
"Press, 2016",11.039999961853027,0,0,141.3800048828125,383.0899963378906,194.90586853027344,394.1300048828125,6
10.,9.725622177124023,0,0,120.86000061035156,397.219970703125,132.85733032226562,407.1799621582031,6
LAW1010: Constitution of India [1 0 0 1],11.039999961853027,1,0,72.02400207519531,436.7499694824219,256.1058654785156,447.78997802734375,6
"Interest Litigation, Landmark Judgements in India.",11.039999961853027,0,0,100.33999633789062,503.9499816894531,325.8458557128906,514.989990234375,6
References:,11.039999961853027,1,0,72.02400207519531,517.3899536132812,128.15586853027344,528.4299926757812,6
1.,9.725622177124023,0,0,123.37999725341797,531.52001953125,130.5773468017578,541.47998046875,6
2.,9.725622177124023,0,0,123.37999725341797,544.9600219726562,130.5773468017578,554.9199829101562,6
3.,9.725622177124023,0,0,123.37999725341797,558.4000244140625,130.5773468017578,568.3599853515625,6
th,6.960000038146973,0,0,408.19000244140625,556.6900024414062,414.126708984375,563.6499633789062,6
Ed.2009),11.039999961853027,0,0,414.19000244140625,557.5899658203125,458.5958557128906,568.6300048828125,6
4.,9.725622177124023,0,0,123.37999725341797,571.8400268554688,130.5773468017578,581.7999877929688,6
5.,9.725622177124023,0,0,123.37999725341797,585.280029296875,130.5773468017578,595.239990234375,6
MCE1030: IoT Fab Lab [0 0 2 1],11.039999961853027,1,0,72.02400207519531,611.3799438476562,213.86585998535156,622.4199829101562,6
References:,11.039999961853027,1,0,72.02400207519531,691.8999633789062,128.15586853027344,702.9400024414062,6
1.,9.725622177124023,0,0,123.37999725341797,706.1500244140625,130.5773468017578,716.1099853515625,6
2.,9.725622177124023,0,0,123.37999725341797,719.5900268554688,130.5773468017578,729.5499877929688,6
with Python. McGraw-Hill Education.,11.039999961853027,0,0,141.3800048828125,732.219970703125,306.745849609375,743.260009765625,6
3.,9.725622177124023,0,0,123.37999725341797,746.4660034179688,130.5773468017578,756.4259643554688,6
2015.,11.039999961853027,0,0,141.3800048828125,87.61996459960938,168.95587158203125,98.65996551513672,7
4.,9.725622177124023,0,0,123.26000213623047,101.86996459960938,130.4573516845703,111.82996368408203,7
5.,9.725622177124023,0,0,123.37999725341797,115.30996704101562,130.5773468017578,125.26996612548828,7
"printers. Maker Media, Inc., 2013.",11.039999961853027,0,0,141.3800048828125,127.81997680664062,293.42584228515625,138.85997009277344,7
6.,9.725622177124023,0,0,123.26000213623047,142.06997680664062,130.4573516845703,152.0299835205078,7
DOA1001: Universal Human Values [0 0 2 1],11.039999961853027,1,0,72.02400207519531,181.57998657226562,273.6258544921875,192.61997985839844,7
the Process.,11.039999961853027,0,0,100.33999633789062,235.33999633789062,156.95587158203125,246.37998962402344,7
References:,11.039999961853027,1,0,105.37999725341797,248.77999877929688,161.515869140625,259.82000732421875,7
"New Delhi, 2019.",11.039999961853027,0,0,114.9800033569336,289.0099792480469,193.4658660888672,300.04998779296875,7
"New Delhi, 2022.",11.039999961853027,0,0,114.9800033569336,315.8899841308594,190.70773315429688,326.92999267578125,7
T,15.960000038146973,1,0,236.57000732421875,325.0927734375,246.32156372070312,347.0697021484375,7
HIRD,12.960000038146973,1,0,246.64999389648438,328.30279541015625,282.8991394042969,346.1487121582031,7
S,15.960000038146973,1,0,283.1300048828125,325.0927734375,293.77532958984375,347.0697021484375,7
EMESTER,12.960000038146973,1,0,294.04998779296875,328.30279541015625,358.2796936035156,346.1487121582031,7
Semiconductor Physics fundamentals:,11.039999961853027,1,0,72.02400207519531,370.55718994140625,281.29827880859375,385.75927734375,7
intrinsic and extrinsic semiconductors. Energy,11.039999961853027,0,0,281.45001220703125,370.5019836425781,526.3084716796875,385.67095947265625,7
and resistivity; sheet resistance.,11.039999961853027,0,0,72.02400207519531,395.82196044921875,231.3864288330078,410.9909362792969,7
PN Junctions:,11.039999961853027,1,0,231.64999389648438,395.8771667480469,305.5959777832031,411.0792541503906,7
"PN junction formation, depletion region, and",11.039999961853027,0,0,305.69000244140625,395.82196044921875,526.2869873046875,410.9909362792969,7
diode.,11.039999961853027,0,0,72.02400207519531,446.3619689941406,101.99759674072266,461.53094482421875,7
Junction Field Effect Transistors (JFETs):,11.039999961853027,1,0,102.0199966430664,446.41717529296875,332.1157531738281,461.6192626953125,7
JFET fundamentals: construction and,11.039999961853027,0,0,334.6300048828125,446.3619689941406,526.4057006835938,461.53094482421875,7
operation. JFET characteristics and applications.,11.039999961853027,0,0,72.02400207519531,459.08197021484375,329.66448974609375,474.2509460449219,7
Metal Oxide Semiconductor FETs:,11.039999961853027,1,0,329.8299865722656,459.1371765136719,523.5048217773438,474.3392639160156,7
Bipolar Junction Transistors,11.039999961853027,1,0,372.42999267578125,509.65716552734375,526.3939819335938,524.8592529296875,7
(BJTs):,11.039999961853027,1,0,72.02400207519531,522.3771362304688,112.97136688232422,537.5792236328125,7
with MOSFETs.,11.039999961853027,0,0,72.02400207519531,534.9219970703125,155.12911987304688,550.0909423828125,7
References:,11.039999961853027,1,0,72.02400207519531,547.5772094726562,141.08912658691406,562.779296875,7
"1. R. L. Boylestad, L. Nashelsky,",11.039999961853027,0,0,72.02400207519531,560.2420043945312,246.48294067382812,575.4109497070312,7
"Electronic Devices and Circuit Theory,",11.039999961853027,0,1,248.3300018310547,560.2971801757812,444.267822265625,575.245361328125,7
"(10e), Pearson,",11.039999961853027,0,0,446.1400146484375,560.2420043945312,526.4780883789062,575.4109497070312,7
2009.,11.039999961853027,0,0,90.02400207519531,572.8419799804688,123.68912506103516,588.0109252929688,7
"2. A. S. Sedra, K. C. Smith,",11.039999961853027,0,0,72.02400207519531,585.56201171875,216.7190704345703,600.73095703125,7
",",11.039999961853027,0,0,520.4199829101562,585.56201171875,526.4890747070312,600.73095703125,7
"(7e), Oxford University Press, 2014.",11.039999961853027,0,0,90.02400207519531,598.1619873046875,271.0791320800781,613.3309326171875,7
"3. B.G. Streetman, and S. K. Banerjee,",11.039999961853027,0,0,72.02400207519531,610.9119873046875,270.3624572753906,626.0809326171875,7
"Solid State Electronic Devices,",11.039999961853027,0,1,270.5299987792969,610.9671630859375,420.0887756347656,625.9153442382812,7
"(7e), Pearson, 2014.",11.039999961853027,0,0,420.19000244140625,610.9119873046875,526.4890747070312,626.0809326171875,7
